,Package name,Reviewer name,Review,Rating
19,com.whatsapp,Graeme Francis,ever since last android update samsung gstwenty - one voice video call issue sound break occasionally drop call completely complain microphone fault nothing wrong mic I ve clear cache make difference app currently unusable call totally infuriate,2
20,com.whatsapp,LoW,recent update update pop notification available have not able receive notification phone unless open app long able turn feature help also try connect bluetooth device phone connect bluetooth whatsapp do not recognize remain normalloud speaker,3
21,com.whatsapp,Oxid Media,use reliable since fbmeta take buggy mess version upon version lately lot problem audio clip they re sometimes completely silent send one whole thing bug clip send you re talk whole time furthermore open camera inchat pic status update lock phone app crash do not need feature need current feature set fail foolproof,3
22,com.whatsapp,Lutfi Ice,simple lightweight chat app send image reduce size original size like almost file ease main concern one somehow can not reply status new version reply box enter button be not show swipe bug tablet device two please increase maximum pin chatsgroup three enough three somehow random business account chat unknown reason unrelated bot spam,3
23,com.whatsapp,Ravshan Khudoyberdiev,terrible app switch android io vice verca understand mean impossible move chat across pay thirty weird software telegram do not problem since cloud base secondly limit account one device four phone use time telegram add many device want,1
24,com.whatsapp,David Raju,good experience use application useful person conversation person far we one suggestion must add music story upload people want add music photo video possible eaasily must change update soon people happy use thank muchas user whatsapp see one new feature ie poll selection feature we,5
25,com.whatsapp,Penelope Sampson,nice app unfortunately reinstall app due problem photo download whatsapp phone gallery erase two thousand photo memory lose do not back thought photo save phone mean save apparently whatsapp ability erase photo phone photo gallery seem like massive oversight way app work able add photo phone,1
26,com.whatsapp,G O C,update medium permission revoke android thirteen update work fine lately unusable can not send video share anything easily could gallery show medium receive unless go sub menu display photo video main reason use app,5
27,com.whatsapp,Elizabeth Galary,update whatsapp amazing go send picture can not show picture receive whatsapp chat discover touch three dot top right corner open gallery send one picture time video miss go gallery app select video send one time please fix,2
28,com.whatsapp,sahil khan,one app see tremendous jump user well public interest last decade one send photo document anything need like full power package reliable application security privacy love way whatsapp team continuously work bring great update feature layout user interface every feature improve time hope near future expect lot amazing,5
29,com.whatsapp,LoL XD,late update be not good app recognize phone medium instead show useless come send recent picture phone camera also need several step send recent pictureimage phone gallery send one time tiring hell finally can not send video phone gallery since app recognize picture fix garbage update really inconvenient pointless,1
30,com.whatsapp,Juan Manuel Diana,bad message app lot bug notification arrive late chat backup work terrible seem intention improve audio quality recording voice message quite inferior compare message app do not understand do not solve problem app year even thing good app disaster,1
31,com.whatsapp,Hamza Khan,use great anymore whatsapp recognize phone medium late android upgrade create major inconvenience come send file pddition phone call disconnect minute blame phone microphone top customer support worst see long time slow useless big disappointment,1
32,com.whatsapp,Владимир Федоров,one constant backup issue use two copy app two app mac want update do not reason do not open either use web version instead three can not make voice call quiet enougheven quiet mode loud people car hear everything issue messenger four course timeless classicsno way use laptop unless phone active internet connection,1
33,com.whatsapp,Francois Fourie,late update whatsapp horrible whole gallery mease certain imagesvideo pop recent file either want send imagevideo upload status can not select multiple image upload status gallery use status update market good take way time usual dissapointe frustrated functional update increase user experience good way,1
34,com.whatsapp,Mohmd Rishal K,major issue face recent update video call automattically stop talk especially connect bluetooth device show microphone issue please restart phone also problem detect difficult face problem like application uncomfortable deal kind bug hope problem solve,3
35,com.whatsapp,Abha Kulkarni,keep get bad can not view onetime photo even though whatsapp fully uptodate even system os uptodate try uninstalling reinstall whatsapp fix end create problem restore medium stick four absolutely nothing whatsapp developer please help fix bug,1
36,com.whatsapp,Gill K,like other mention ever since late samsung update long attach photo camera gallery whatsapp message access medium I ve send whatsapp work around attach document go image photo attache jpeg ideal see image send please fix whatsapp,1
37,com.whatsapp,Shiny Luxray,really love app use text friend make easy identify correct number profile picture although call quality really poor also video call would like show nothing turn camera instead blurry screen maybe could show blank background pfpprofile picture mean poor quality barely hear friend audio become glitchy,3
38,com.whatsapp,Mumtaz Wali,would recommend whatsapp use business however helpful individual usage deliver quick timely functional consistent communication two individual half decent wifi kink like kick start run low storage automatically download photo friend forget unselect option great program use,5
39,com.whatsapp,Daniel South,overall good message app I ve ever use easy use free use wifi message connect I d like could make call someone do not answerdecline could leave reason do not answerdecline could leave reason call vice versa I d also like could make status video long like one minone min thirty sec instead thirty sec send type video will not say can not send thx,5
40,com.whatsapp,M Z,good message app fact choose around five reaction pretty great what s still miss possibility add one profile pic would amazing since way see usually easy abandon image you ve let say month even maximum five would enough apart keep,5
41,com.whatsapp,Amanda Coughlan,use able send voice note can not receive listen press hold mic say recorder set right try later go year one fix say phone issue voice recording work every app instagram snapchat etc permission grant uninstalle reinstall app many time clear cache frustrating,1
42,com.whatsapp,mikhaela tiara,problem call video call happen ti since recent update problem video call camera turn accidently screen turn profile picture pp instead blurry screen like honestly compare like previous one recent update please whatsapps team fix annoying thing one daily user video call thank,2
43,com.whatsapp,Jola Potentas,great lose chat app crash five time four month time struggle restore backup would show chat history last three time somehow manage restore ironically skip restore option would lose daysweek message time I ve try two week different way follow tips other user experience issue restore chat I m disappoint frustrated tip,1
44,com.whatsapp,Jen Shaw,use year I ve get new phone can not popup notification lock screen seemingly unavailable android ten new crazy would go backwards new version real flaw especially notification always silent usually glance lock screen check everything else still popup whatsapp one come folk get act together pretty please,4
45,com.whatsapp,Andrea Gyopár Nagy,earth go app work perfect last update I m try attach photo phone show photo specific contact want attach video will not even appear want attach multiple photo actually go photo app share whatsapp like completely opposite user friendly right,1
46,com.whatsapp,Kay Zarei,video send without audio constantly since android update new update far awful please fix bug delete last message do not move contact list stay right top also hard access gallery photo able send one time quality drop quite lot notification also reset somehow,1
47,com.whatsapp,Helder Diego Câmara,force update app late version that s bad frequent crash use wireless earbud call main problem sure can not listen de voice note private way do not wanna listen audios speaker add keep screen cause accidently touch summary use really good currently poor,1
48,com.whatsapp,Pie Face,would good could add location picsvideo share status live video sharing status also contact invite list contact annoying want quickly scroll end contact random number would never invite short code list even proper number annoy messy looking,3
49,com.whatsapp,Gail Dear,like people mention since last update able attach photo within whatsapp come whatsapp go photo gallery attach photo really annoying time consume much easy feature restore please,3
50,com.whatsapp,Joshua Okoro,recent update every time app visibly open phone notification would come open app everything show I ve check background datum setting phone everything intact happen twice always update really hope could fix immediately disturb,2
51,com.whatsapp,Philip Ade,much like app since force update day ago bad app ever long get notification message even call come hear ring open app see call also able pick call crazy point please fix quickly long funny thank,2
52,com.whatsapp,Jay-Dee Hermanus,samsung stwentyfe please fix notification glitch either show do not go away read messagesbackup complete do not show messagescall also do not come throughdeliver I m app even wifi I ve miss time sensitive communication due please fix phone set show notification,1
53,com.whatsapp,Aster Dcosta,app work fine recent update call person via bluetooth headset connect call receiver receiver can not hear voice hear receiver call also quick message notification feature do not deliver text properly sender receive text unless one open app please fix issue think relate due bug,2
54,com.whatsapp,Olubiyi Oyetola,issue notification pop message anymore make loose much message read reply time even call do not appear except sound go app see call really affect pls fix especially pop,1
55,com.whatsapp,Muhammad Zubair,oneplus phone whatsapp sensor do not work right can not listen voice note phone ear sometimes switch ear time similarly switch back ear become impossible switch back ear voice notecall end screen stay meanwhile,1
56,com.whatsapp,Nidhin Suresh,important problem fix app fine recent update video call especially via bluetooth headset call get disconnect automatically mic audio call also get cancel sometimes real headache since regularly use whatsapp video call lot people face problem recent update please fix glitch next update provide soon possible fix soon imp,1
57,com.whatsapp,Thaomy Nguyen,other clearly experience trouble attach medium gallery since last update recognize medium do not show option try select instead need take detour option upper right corner even select one file time huge hassle,2
58,com.whatsapp,Vincent Zothankima,two miss star bcoz two con one customizable timer disappear message least add three day please two would nice able turn offpause app access net quickly easily without tinker phone setting do not even know block net access phone set one would need many tapping anyhow everything else good,3
59,com.whatsapp,Rashawn Diallo,will not allow send message exist contact anymore twond instal version samsung phone can not find anyone twond app unless unistall delete data reinstall reverify number switch back forth primary app read contact twond one will not terrible use multiple number like,1
60,com.whatsapp,Bint E Zehra,great place use chat service however I m bit annoyed privacy feature do not want random contact outside contact list message call do not setting become annoying receive call message whatsapp random contact hope there s way block unnecessary traffic also can not report suspicious number,1
61,com.whatsapp,Scarlett Messenger,miserable user experience long attach one image gallery can not find image phone reason backup function stop work month ago good luck find answer get support another helpful product ruin greed laziness,1
62,com.whatsapp,Jasmine Clarke,three star rating one dominant messaging app be not secure irrespective end end encryption claim employ great admin see certain change admin decide group need disappear message indeed possible hacker take another person account receive message people do not send many timesthis identity issue need fix asap,3
63,com.whatsapp,KULSHUMA HAQUE,last month app worst annoying would use app main source communication other however recently message stop send videovoice call bad quality app do not work look like network issue app stop work,1
64,com.whatsapp,Emma Ryan,recently annoying every day last four day constantly try backup fail ninety - eight I ve try turn backup still attempt I ve restart phone I ve delete chat reduce backup nothing work there s plenty storage space I ve try uninstalling download app let see work do not,2
65,com.whatsapp,Paul Pociask,great app general work perfect last update lm try attach photo phone show whatsapp photo will not show camera gallery photo screenshot attach multiple photo actually go photo app share whatsapp update fix ther reason able send picture camera folder update remove permission photo video go app setting add permission,3
66,com.whatsapp,Carline Askew,whatsapp backup restore option trash spend day back information chat picture etc old phone able restore new phone even though appear back I ve work hard extremely patient still nothing multiple attempt give app fraud backup restore datum one top priority whatsapp,1
67,com.whatsapp,Sushil Chavan,lot important work remain do like view delete message hide personal message lock personal message put gift cover page top message like instagram edit option world move lot man lot change make today agree app good hold thing long time change human development live ahead least live think message send anywhere do not like app much,1
68,com.whatsapp,Coconut Palm,can not screenshot view medium anymore really silly friend use view send thing without use storage device since whatsapps save everything locally receiver want save screenshot give sender warn screenshotte big tech need stop force we think right we send thing online assume they ll save take responsibility action,1
69,com.whatsapp,Naomi Maxwell,issue attach photo send fix go phone setting app whatsapp change permission photo video allow permission change allow fix issue allow audio music,2
70,com.whatsapp,Alessandria L,send photo function totally fussy nowadays click camera icon select photo show photo already send whatsapp one folder gallery esp late pic plus direct gallery show camera folder allow send one photo even though choose add photo last add photo one send totally nuisance happen set,3
71,com.whatsapp,Amit Lodhia,support poor upgrade phone android thirteen whatsapp issue video call sound cut recipient end call close whatsapp microphone indicator show whatsapp still use microphone specifically disable microphone stop try uninstalle app reinstalling still happen wipe partition cache phone still happen contact whatsapp support help far,1
72,com.whatsapp,majula Deesthree,wow app good thing person could one issue think happen people I m sure anyways like love voice message right try use send reason voice message show one sec u tap do not work will not say anything say please fix issue wanna type long message do not wanna type use voice message please fix,3
73,com.whatsapp,mel bsk,use whatsapp year first time face inconvenience do not get notify call silenced disturb do not recall turn thing try everything solve fail even though app permission call notification really frustrating would great someone tell fix thank,2
74,com.whatsapp,Queen Ashfaidhy,recent update every time app visibly open phone notification would come open app everything show I ve check background datum setting phone everything intact happen twice always update really hope could fix immediately disturb,3
75,com.whatsapp,Yuki Desouza,app would not bad do not insist take every aspect phone link contact one minute contact photo will not show even I ve unlinke whatsapp horrendous disease phone I d recommend use real social medium app text call instead,1
76,com.whatsapp,William Anton,great app could please add checkbox use cellular datum international roam noticed phone perform backup checkbox cellular datum select mainly use roam time case work use wifi connection thank,5
77,com.whatsapp,ADITYEY SINGH,whatsapp good official apk sharing photo video document much give complete security talk someone video call phone call really good make call one country another country without cost mobile datum require chat secure call secure lot thing secure,5
78,com.whatsapp,Jennie Bean,new samsung update photo would not show you re issue go device setting app permission photo video permission unchecke check update allow permission photo video sort issue hope help people,5
79,com.whatsapp,Ashish Tiwari,good message photo video sharing software think audio recording video call record feature add callingalthough upgrading add advance feature keep upgrade user could get well experience do not face type problem use would like thank team member company hardwork honesty still experience good use,4
80,com.whatsapp,Onyii Amakam,really love appand improvement upgrade make really get interesting do not mind would like suggest feature add video record one drop face record himherself jxt drop voice recordingsi guess type feature exist telegram thank,5
81,com.whatsapp,Soumalika Basu,restoration backup process full glitch easily cause lose access back chat medium etc customer care non existent come solve issue automate message get widely use app extremely frustrating disappointing,1
82,com.whatsapp,titiz Costa,great app there s sometimes glietiche overall great suggest status make certain people see I m make surprise party ill make status put people go another one think would fun go live watsapp people chat join see would also like record video without push button time instead click make video,3
83,com.whatsapp,Hannan Zahra,good app message send call answer perfectly fine although really wish status could add setting would much well could customize font big small much possibility update size font keep change good small liking way big know people would prefer big font would prefer small one,3
84,com.whatsapp,Shashank mishra,first app awesome need update status bar example one want upload video message statusif heshe want share video threeminute heshe post sixtimesthree0 second annoying update status barso post video three0 second one time helpful we,4
85,com.whatsapp,Shubham Varun,user whatsapp see one new feature ie poll selection feature useful one change option per majority voter feature useless baise another thing select option major drawback poll feature accurate well trustable accord modify feature it ll helpful other,1
86,com.whatsapp,Maya Sharma,good alternative message chat cross platform read receipt sticker actually somewhat decent quality video change would suggest though important feature miss can not singe two phone phone tablet unlike message also could well image video quality share,4
87,com.whatsapp,Dolev Levavi,something go wrong chat history happen daily monthe daily bother two backup trigger everyday plus sometimes it ll also accure seemingly random throughout day bad thing restoration work properly guess force close hope lose day chat history many time lose several day resort reinstall app cause course loss setting,1
88,com.whatsapp,Jai Starr,since recent update replacement whatsapp keyboard change there s carriage return can not paragraph long like I m developer think derrrrrr put back original authentic qwerty keyboard carriage return oppose rediculas new send button replace carriage return send button many send button need one two zero star,1
89,com.whatsapp,Poetic J,edit take back three can not even post photo status show blurry other usually would five like many other say since late update gallery attachment do not work properly android samsung even photo status previously could not send edit video sound thing keep happen get fix please whatsapp,1
90,com.whatsapp,Kepo Pisimi,one app see tremendous jump user well public interest last decade one send photo document anything need like full power package reliable application security privacy love way whatsapp team continuously work bring great update feature layout user interface every feature improve time hope near future expect lot amazing team,5
91,com.whatsapp,Erwin Steiner,local backup do not work lose chat history option simply tell whatsapp find backup file find automatically dosent software developer I m pretty sure fault never mind mostly switch signal anyway due reason like datum security,1
92,com.whatsapp,Marcelita Dlugosova,love wa lately would dare say already month do not get notification unless right app call simply ring often notice couple hour like miss call notification inconvenient would vote fix force swap favourite chat call tool thank take consideration,2
93,com.whatsapp,Fatin Abdulrazzak,annoying medium can not send one person time forward many time do not make sense app share thing friend what s point make restriction another annoying thing send medium do not load that s frequent happening often many poeple be not case,3
94,com.whatsapp,Jai Shree Vohra,recent update bad can not see album phone whatsapp broadcast list do not work can not find picture gallery available one click go actual gallery select one picture useless useless useless,1
95,com.whatsapp,Lou Brown,problem get notification doest show icon unread message help please tell go make sure app date get notification setting seem set correctly still work,4
96,com.whatsapp,Aakarsh Garg,good crossplatform alternative message change would suggest though feature miss can not singe two phone unlike imessage also could well image video quality share big drawback do not use cloud storage telegram discord implement whatsapp eventually take ten gb phone option delete message,3
97,com.whatsapp,Princess Ezeuzoh,still much space need one dedicate storage space phone forceful upgrade app annoy even one ready upgrade frustrating one upgrade one ready create space imagine two hundred ninety - twomb app upgrade convenient handy app great ramification except datum storage consumption awesome indeed useful almost indispensible easy use consider block group exiting,4
98,com.whatsapp,Alexa C,earth go half notification setting remove available do not work turn group notification yet still phone blow since half five currently half nine use able select get notification specifically option also go pls stop change thing make application redundant thank,3
99,com.whatsapp,Himanshu Sahu,overall one good message app smooth give good experience conversation one thing appreciate autosplitte complete video part uploading status upload complete video part thirtysec good break continuity video,4
100,com.whatsapp,Ines Pernar,keep miss video chat phone do not ring happen month use think something phone person phone I m call also do not ring notification show edit lately video chat impossible noise everytime say something terrible noise appear bad make video chat impossible switch another app please fix noise,1
101,com.whatsapp,Shamila Lethabo Adegboye,app mostly fine big issue want upload video that s long thirty second trim let say somewhere centre whatsapp save trim part instead send first thirty second I m always force use video editor inshot forward whatsapp status finally please stop butcher image video quality least make option instead forcefully compress size quality suck,3
102,com.whatsapp,D,thing miss would make give app fivestar rating app let user respond message group via collapsible thread would improve group chat big way save space know people annoy lot text also would great send message could also edit instead delete ask last part edit save time instead delete type app like telegram,3
103,com.whatsapp,B L,oh dear send message despite amazing internet connection generally good app rather say memory low remove chat back really upset reply app also video editor bit next back option stupid really lose video go millimetre,1
104,com.whatsapp,Blue Diamond,love whatsapp cz easy use many great feature recently instal dual whatsapp notice single medium show gallery storage need manually click photovideo upload google photo see galleryi media visibility select medium even mobile datum restart phone much nothing seem work apart manually upload google photo pls fix,4
105,com.whatsapp,J Chaudhry,good app dislike anyone get hold phone number see whatsapp instal need change anyone want add invitation go text message accept able see whatsapp also privacy setting last see photo option contact new contact add automatically see unless include,3
106,com.whatsapp,Sanjida Akther,great app indeed would like suggest add new feature would amazing there s option turn online status you re whatsapp other can not see option customizable certain people like status option provide last see option also exact facility happy chitchatting guy,4
107,com.whatsapp,Tioluwani Ogunnika,good experience please consider follow feature addition app deactivate autoplayloade status video picture activate receive status update specific period clearing already receive status pin favourite status update hope see feature near future thank,4
108,com.whatsapp,Bourne Vexed,keep tell need internet connection already one plus issue we already complain do not get fix render app pretty damn useless good time give star write review do not give option restore backup lose chat absolute shie will not use great app sick issue,1
109,com.whatsapp,linzi a,can not see download picture video keep give error message plus picture send can not see blur app crash allot since update recently call quality bad sometimes hardly use call do not want work use good application problematic sadly really wishe glitche would fix,1
110,com.whatsapp,GR,messed leave everyone even landline tollfree number whatsapp phone book invite friend link entry phonebookeven already list whatsapp user clutter whatsapp contact list useless feature send message screen way hideremove obvious developersowner try hard get invite everyone use whatsapp do not bother ask help auto response do not help either,1
111,com.whatsapp,Jessica Newcombe,whatsapp great way communicate come u start voice video call wifi wifi use datum perfectly fine use wifi always crash whatsapp less two hour joke wifi phone either try multiple phone wifi still dose thing would recommend people like call instead text,1
112,com.whatsapp,Emilia K,app really annoying do not notify message half time sometimes do not get even think wifi good unless literally app open allllll time whenever I m call start cut call end need restart also review keep disappear stupid,2
113,com.whatsapp,Nahida Kousar,bad app try new feature endtoend encryption password chat backup try restore chat backup whenever enter password everytime show something go wrong please try later contact whatsapp send mail along screenshot get solutio introduce feature solution problem,1
114,com.whatsapp,Melanie Lowe,way contact support can not get personal whatsapp business say connection try never happen can not access whatsapp I ve use phone number last twenty - two year I ve reboot uninstalled reinstalled internet work everything whatsapp I ve try send message website fill button visible actually send phone laptop,2
115,com.whatsapp,Goh Siping,bad bad update file want share send go troublesome way go file select one one camera take whatsapp still blurry compare take picture use camera app also delay even good network area also problem always occur everytime there s big update,1
116,com.whatsapp,CA Rajesh Pabari,back google drive never get complete suddenly morning something go wrong datum say screen whatsapp try restore restore month old datum world multiple everyday version store internal memory phone what s fuss someone explain,1
117,com.whatsapp,Katze Root,I d give negative star could absolute horrendous app whenever take picture take whole year load far phone issue send two picture someone kick back picture picker even photo still send pc app windows store absolute dogwater unstable even funny sad,1
118,com.whatsapp,Info,do not see do not new version phone need sacrifice receive notification twice app stop allow receive notification claim option long available version android get new phone fix first that s go ongoing occurrence,1
119,com.whatsapp,Gabriella Basi,great app work perfectly fine year month ago lot time try open whatsapp lag much take like ten minute open properly send message know fact nothing phone general every app phone work smoothly people know exact issue rest phone work fine thank,2
120,com.whatsapp,Cindy,update whatsapp web really delay can not view previous message document link like phone really friendly user anymore want upload picture can not attach many time need click one one please fix prefer old version whatsapp app,1
121,com.whatsapp,Shaf Ahmed,hey whatsapp developer team app fantastic number rating already tell wish way turn whatsapp even connected internet unable receive message turn back like log log button without hassle add credential toggle button either receive receive message matter connected internet look forward update soon awesome,4
122,com.whatsapp,Naufal,completely exasperate experience backup restore system neither google drive local backup able get restore new phone forget exhaust verification security system since go back forth get chat restore work ultimately be not medium file safe manually copy paste place phone,1
123,com.whatsapp,Party Quest,touch thing you re suppose mean touch something be not suppose break break listen fifteen minute message reply try resume leave message start can not skip forward mean listen ten minute message able finish last five minute really terrible,3
124,com.whatsapp,randomitaliano,great app texting however big issue back message can not neither backup restore message roam wifi around wish could log new phone message ready like facebook messenger without worry back message old phone also log seem struggle might get send verification code number never get might phone signal,2
125,com.whatsapp,J D,much like use app daily one niggle video call z flip three automatically go split screen flip app option choose full split screen flip want stay full screen mode,3
126,com.whatsapp,Dia Sheikh,quite recently I m face issue online status contact I m chat friend show online soon start type type status show true recording audios problem online status happen kindly resolve issue ill update review five star thank,4
127,com.whatsapp,Idel Tanessok,onewhen post video status video sometimes sync sound annoying twowhen select large video status take alot time load borring please try fix maybe app try compress threeadde way separate group chat conversation make chat page less choke many message please try fix,3
128,com.whatsapp,jonathan cohen,option appear without audio try photovideo button change file type send end unable complete download message whatsapp laptop mobile issue web version laptop send voice file make group click attach five appear eventually send voice file mail phone send successfully whatsapp audio button webif poss please fix,4
129,com.whatsapp,Lohkay,app terrible first work perfectly fine app literally stop useable time try call someone black screen app would stop respond time try listen voicemail app stop respond redownloaded many time try fix issue keep happen do not download garbage,1
130,com.whatsapp,himanshu sharma,app good constantly improve add new feature whatsapp may think add feature sender send message encrypt lock form receiver may unlock due date happen certain event put password share sender feature help people convey feeling emotion real time basis do not want receiver know right right away look forward,4
131,com.whatsapp,Joseph Matimba,late update ruin text status feature update text would change size gradually big small depend much text use text drop small font even ten word what s point text status squint see,1
132,com.whatsapp,Oluchi Ogwuegbu,app keep crash try install late update help option downgrade previous update can not open click respond new message view click old message error message whatsapp respond type midchat froze stuck infinite loop restart open crash rinse repeat frustrating please send bug fix,2
133,com.whatsapp,Taiga Tapia ! (Taiga!),fix issue try connect bluetooth call start show symbol screen dose connect end call inconvenient switching headset car audio many time day specially business call professional say ill call back client,2
134,com.whatsapp,Artur G,become frustrating can not attach multiple image message anymore also select gallery message attachment first thing open whatsapp image folder phone album annoying break something work contact support thing reply I m probably use unofficial whatsapp app ridiculous I d give zero star it d possible,1
135,com.whatsapp,Umesh Babu J,app work good one defect find delete person message chat list show base date list show delete person contact top listpreviously delete anessage one contact remove sorted base date conversation work android user thank,1
136,com.whatsapp,Ama Badu,"new community feature terrible useful nine thousand , nine hundred ninety - nine user think alone control use merged contact two group add community without prior notice notify everybody group result people leave can not use number merge community without ask ashamed what s app",3
137,com.whatsapp,Charith Dissanayake,big problem medium chat time take load mediafile section telegram load almost instantaneously also would nice store encrypt medium cloud storage without consume storage space phone also issue chat automatically scroll suddenly jump way scroll,1
138,com.whatsapp,sathyapramod belgaumkar,application good recent update update new feature call message actually work properly whenever text delete text time display picture get disappear check several time happen n kindly fix issue,2
139,com.whatsapp,WOBNIAR G,helpful contact people want contact also unhelpful sense will not even let send message someone without require access phone contact want add phone do not need whatsapp make option force control,3
140,com.whatsapp,Adrian Sándor,usually work fine chat buy hate tie phone fully proprietary somewhat crippled give invasive permission request contact also transfer chat history new phone absolute nightmare do not work restore happen reinstall horrible timeout verification code,1
141,com.whatsapp,arolyo,use good tech support tenth rate three update ago manage break perfectly good app ability send video stop work unable send video error message compound none message tech support bear fruit explain fault every songle time month later still do not work absolutely dread mandatory update,1
142,com.whatsapp,Mona,"good app work well one hundred twenty thousand , one hundred twenty - two update since last two update issue notification sometimes get notify new message sometimes do not frustrating constantly go app see I ve get new message",4
143,com.whatsapp,Quiana Wiltink,bad update ever can not send video gallery anymore want send picture gallery click three dot go gallery separately instead acce immediately click gallery chat I m frustrate inefficient update throw whole app away,1
144,com.whatsapp,Nilesh Mandal,sometimes someone send video do not get save internal storage despite fact I ve make sure whatsapp set save internal storage irritate also can not edit poll people choose multiple answer time,3
145,com.whatsapp,Aiden Mertin,generally great use preferred way communicate friend family couple complaint one often use mobile datum even connected wifi like right I m sit twoft router two would nice option view medium without download,3
146,com.whatsapp,Gaurav Mehra,dear whataap team kindly request whenever video call whatsapp video call well work phone minimize video screen screen outgoing video release come early screen always set wherever want talk full video call like video call put video video call since last update problem happen,3
147,com.whatsapp,Anthony Ezeh,beautiful experience something medium compression upload set decide want upload high resolution less reduce medium quality bad possible outcome especially you re upload high quality medium,3
148,com.whatsapp,Brendan Chew,backup need improvement backing either encrypt take hour sit router literally well connectivity one gbps fiber line still take hour think main initial oneonegb backup ok every subsequent backup take long wonder data loss corruption backup datum impact whatsapp backup feature pretty messed time waste,1
149,com.whatsapp,Shailendra Chaudhari,good application work chat talk anyone add status everyone look picture special event love say good application talkchat anyone even send sticker emojis gif make video call send image file ppt exel etc think well,5
150,com.whatsapp,Shreya Srivastava,good app think must need new salient feature like option status like instagram may helpful people do not use instagram show feeling towards people like option people do not talk due shyness like share feeling think whatsapp add feature make worthy,3
151,com.whatsapp,Chris Rutter,mention previously late issue prevent user directly attach photo take camera way go google photo share whatsapp select chat whereas previously able access photo take directly whilst chat need fix,1
152,com.whatsapp,Winston Mwamande,user friendly simple effective really like app one good way keep touch friend family notice introduce poll option group also add poll feature whatsapp status also think go live whatsapp would interest people,4
